 Hour_year       Day          Hour         G_on         G_o          decl      w_sunset    w_sunrise        w       Light_hours   Theta_zeta    Gamma_s     Theta_t      Theta_l    Theta_i      f_end         
         615          26          14      1407.9      1074.4       -19.2       103.1      -103.1        42.5        13.7        40.3        40.3        99.2        99.2        39.9        -7.7        -5.9
         616          26          15      1407.9       851.4       -19.2       103.1      -103.1        57.5        13.7        52.8        52.8        90.0        90.0        52.8        -0.0        -0.0
         617          26          16      1407.9       587.6       -19.2       103.1      -103.1        72.5        13.7        65.3        65.3        82.3        82.3        65.1        16.2         7.0
         618          26          17      1407.9       300.9       -19.2       103.1      -103.1        87.5        13.7        77.7        77.7        75.0        75.0        77.2        49.9        14.7
         619          26          18      1407.9        11.0       -19.2       103.1      -103.1       102.5        13.7        89.6        89.6        67.2        67.2        89.5        88.8        22.8
         620          26          19      1407.9      -262.6       -19.2       103.1      -103.1       117.5        13.7       100.7       100.7        58.5        58.5       -77.4       -70.0        30.9
         621          26          20      1407.9      -501.0       -19.2       103.1      -103.1       132.5        13.7       110.8       110.8        48.2        48.2       -62.9       -60.3        38.6
         622          26          21      1407.9      -688.1       -19.2       103.1      -103.1       147.5        13.7       119.3       119.3        35.6        35.6       -46.1       -55.4        45.2
         623          26          22      1407.9      -811.1       -19.2       103.1      -103.1       162.5        13.7       125.2       125.2        20.3        20.3       -26.2       -53.1        50.0
         624          26          23      1407.9      -861.7       -19.2       103.1      -103.1       177.5        13.7       127.7       127.7         3.0         3.0        -3.9       -52.2        52.2
         625          27           0      1407.5      -840.7       -19.0       102.9      -102.9      -167.5        13.7       126.7       126.7       -14.8       -14.8        18.9       -52.4        50.8
         626          27           1      1407.5      -741.0       -19.0       102.9      -102.9      -152.5        13.7       121.8       121.8       -30.9       -30.9        39.7       -54.2        46.8
         627          27           2      1407.5      -573.8       -19.0       102.9      -102.9      -137.5        13.7       114.1       114.1       -44.4       -44.4        57.5       -58.0        40.7
         628          27           3      1407.5      -350.6       -19.0       102.9      -102.9      -122.5        13.7       104.4       104.4       -55.4       -55.4        72.7       -65.6        33.3
         629          27           4      1407.5       -86.5       -19.0       102.9      -102.9      -107.5        13.7        93.5        93.5       -64.6       -64.6        86.1       -81.8        25.3
         630          27           5      1407.5       200.5       -19.0       102.9      -102.9       -92.5        13.7        81.8        81.8       -72.7       -72.7       -81.4        64.2        17.2
         631          27           6      1407.5       490.8       -19.0       102.9      -102.9       -77.5        13.7        69.6        69.6       -80.1       -80.1       -69.3        24.8         9.3
         632          27           7      1407.5       764.7       -19.0       102.9      -102.9       -62.5        13.7        57.1        57.1       -87.6       -87.6       -57.1         3.7         2.0
         633          27           8      1407.5      1003.4       -19.0       102.9      -102.9       -47.5        13.7        44.5        44.5       -96.2       -96.2       -44.4        -6.0        -4.3
         634          27           9      1407.5      1190.7       -19.0       102.9      -102.9       -32.5        13.7        32.2        32.2      -107.7      -107.7       -31.0       -10.8        -9.3
         635          27          10      1407.5      1313.9       -19.0       102.9      -102.9       -17.5        13.7        21.0        21.0      -127.5      -127.5       -16.9       -13.2       -12.6
