#  day  time	GHI	DNI	DHI	Tamb	rH	WS12	WS06	WD
#  [day]  [time]	[W/m2]	[W/m2]	[W/m2]	[C]	[%]	[m/s]	[m/s]	[°]
03/01/2013 13:00	1245	1060	137	34.49	3.456	2.842	2.512	35
03/01/2013 13:10	1206	1023	141.3	34.89	3.063	2.442	2.263	4
03/01/2013 13:20	1191	982	173.9	35.76	2.965	3.008	2.811	343
03/01/2013 13:30	1080	763	291.2	35.69	3.006	3.839	3.555	345
03/01/2013 13:40	983	637.7	327.1	34.17	4.247	7.071	6.481	37
03/01/2013 13:50	1215	1015	185.4	35.11	4.108	7.638	6.323	5
03/01/2013 14:00	1150	927	221.5	35.06	4.609	8.43	6.947	6
03/01/2013 14:10	811	436.8	376.4	34.25	5.649	9.12	7.833	9
03/01/2013 14:20	854	422.3	440.1	33.73	6.983	10.22	8.5	12
03/01/2013 14:30	1102	716.1	411.5	33.22	7.46	9.81	8.89	19
03/01/2013 14:40	865	520.9	371.6	32.92	7.966	9.44	8.46	16
03/01/2013 14:50	1143	963	253.1	33.02	8.51	9	7.89	11
03/01/2013 15:00	1025	773.2	325.7	33.42	8.84	8.29	7.144	5
03/01/2013 15:10	759	379	424.2	32.24	10.18	8.32	7.615	21
03/01/2013 15:20	879	563.6	395.2	32.56	10.19	8.29	6.98	9
03/01/2013 15:30	570.3	186.6	414.4	31.98	11.11	8.27	7.64	23
03/01/2013 15:40	899	620.4	400.2	31.98	11.33	8.91	8.45	26
03/01/2013 15:50	708.1	459	351	31.55	11.6	8.92	8.53	28
03/01/2013 16:00	666.4	400.7	366	31.14	11.72	8.72	8.35	32
03/01/2013 16:10	596.7	334.1	354.8	30.95	11.84	9.06	8.62	32
03/01/2013 16:20	565.6	260.6	386.2	30.73	11.64	9.85	9.37	38
03/01/2013 16:30	754	607.1	356.5	30.95	10.52	9.84	9.46	31
03/01/2013 16:40	715.7	687	290	30.72	10.16	9.48	9	35
03/01/2013 16:50	489.1	369.6	274.9	30.22	9.85	9.71	9.37	33
03/01/2013 17:00	502.1	374.7	297.3	29.78	10.71	10.42	9.96	36
03/01/2013 17:10	471.8	366.7	283.6	29.4	11.63	11	10.59	29
03/01/2013 17:20	491	525	244	29.09	11.9	10.99	10.55	33
03/01/2013 17:30	364.6	339.2	216.9	28.38	12.99	11.33	10.84	34
03/01/2013 17:40	334.3	290.4	218.8	27.79	15.46	11.13	10.68	31
03/01/2013 17:50	340.8	351.2	215.6	27.42	17.63	10.72	10.29	29
03/01/2013 18:00	265.5	250.4	183.2	27.25	16.78	10.93	10.39	27
03/01/2013 18:10	166.8	71.99	146.3	26.56	14.07	11.75	11.06	22
03/01/2013 18:20	160.7	110	132.4	25.68	15.21	11.86	11.19	23
03/01/2013 18:30	108.6	4.808	107.8	24.86	15.95	11.26	10.47	21
03/01/2013 18:40	118.8	201.9	83.1	24.24	19.2	10.89	10.1	22
03/01/2013 18:50	141.2	452.8	70.76	23.72	21.04	10.01	9.57	26
03/01/2013 19:00	99.9	355.5	55.59	22.96	24.63	9.81	9.24	23
03/01/2013 19:10	56.43	247.8	38	22.02	27.54	8.84	8.51	25
03/01/2013 19:20	24.01	125.8	16.63	21.45	28.87	8.11	7.684	26
03/01/2013 19:30	4.963	0.274	5.044	21.01	26.94	8.67	8.09	21
03/01/2013 19:40	4.201	0.024	4.139	20.38	30.46	6.992	6.298	17
03/01/2013 19:50	0.001	0.031	0	20.01	32.89	6.684	5.836	16
03/01/2013 20:00	0	0.013	0	19.41	36.32	6.589	5.775	16
03/01/2013 20:10	0	0.013	0	18.88	39.81	6.742	5.762	15
03/01/2013 20:20	0	0.024	0	18.3	43.27	6.872	6.058	17
03/01/2013 20:30	0	0.036	0	18.01	44.74	6.88	5.703	14
03/01/2013 20:40	0	0.061	0	17.7	45.66	6.343	5.263	13
03/01/2013 20:50	0	0.042	0	17.41	46.1	5.566	4.738	31
03/01/2013 21:00	0	0.03	0	17.24	46.68	5.136	4.592	47
03/01/2013 21:10	0	0.066	0	16.8	48.83	4.826	4.325	48
03/01/2013 21:20	0	0.021	0	16.2	53.02	4.354	3.927	45
03/01/2013 21:30	0	0.036	0	15.87	55.11	4.014	3.373	54
03/01/2013 21:40	0	0.063	0	15.58	57.07	4.033	3.308	54
03/01/2013 21:50	0	0.035	0	15.31	58.73	3.671	3.046	54
03/01/2013 22:00	0	0.054	0	15.15	59.62	3.769	3.172	63
03/01/2013 22:10	0	0.078	0	15.1	59.87	3.467	3.064	73
03/01/2013 22:20	0	0.056	0	14.95	60.32	2.938	2.464	63
03/01/2013 22:30	0	0.026	0	14.81	60.93	2.836	2.354	54
03/01/2013 22:40	0	0.023	0	14.51	62.05	2.868	2.469	43
03/01/2013 22:50	0	0.004	0	14.42	61.84	1.702	1.177	59
03/01/2013 23:00	0	0.019	0	14.39	61.56	2.082	1.599	57
03/01/2013 23:10	0	0.007	0	14.16	62.04	2.356	2.004	44
03/01/2013 23:20	0	0.028	0	13.65	61.83	2.429	1.625	16
03/01/2013 23:30	0	0.011	0	13.31	62.36	2.366	1.39	352
03/01/2013 23:40	0	0.012	0	13.02	63.5	2.743	1.814	343
03/01/2013 23:50	0	0.039	0	12.83	65.7	3.216	2.114	339
04/01/2013 00:00	0	0.004	0	12.57	66.85	2.616	1.649	332
04/01/2013 00:10	0	0.041	0	12.39	67.74	2.4	1.486	332
04/01/2013 00:20	0	0.015	0	12.1	68.44	2.274	1.299	333
04/01/2013 00:30	0	0.049	0	12.04	69.97	2.38	1.444	340
04/01/2013 00:40	0	0.039	0	12.04	71.45	1.829	0.951	354
04/01/2013 00:50	0	0.021	0	11.83	71.57	1.13	0.699	331
04/01/2013 01:00	0	0.024	0	11.73	73.46	1.261	0.814	332
04/01/2013 01:10	0	0.015	0	11.63	73.96	1.503	0.978	344
04/01/2013 01:20	0	0.055	0	11.68	76.34	0.901	0.661	325
04/01/2013 01:30	0	0.076	0	11.95	74.77	0.625	0.481	278
04/01/2013 01:40	0	0.012	0	11.93	76.12	0.405	0.194	292
04/01/2013 01:50	0	0.016	0	12.05	77.41	0.096	0.202	246
04/01/2013 02:00	0	0.013	0	11.91	72.23	0.175	0.424	155
04/01/2013 02:10	0	0.028	0	11.67	70.16	0.763	0.848	160
04/01/2013 02:20	0	0.033	0	11.42	68.71	0.983	1.113	167
04/01/2013 02:30	0	0.038	0	11.02	64.99	1.458	1.315	170
04/01/2013 02:40	0	0.004	0	10.85	66.28	1.851	1.578	179
04/01/2013 02:50	0	0.006	0	11.04	68.61	1.993	1.668	183
04/01/2013 03:00	0	0.016	0	10.88	67.58	1.401	1.086	171
04/01/2013 03:10	0	0.016	0	10.98	66.73	1.606	1.393	187
04/01/2013 03:20	0	0.009	0	10.97	66.59	1.33	1.294	209
04/01/2013 03:30	0	0.031	0	10.56	65.14	1.767	1.454	194
04/01/2013 03:40	0	0.002	0	10.59	66.64	2.504	2.301	188
04/01/2013 03:50	0	0.011	0	10.58	66.6	2.14	1.983	191
04/01/2013 04:00	0	0.036	0	10.59	66.77	1.955	1.814	184
04/01/2013 04:10	0	0.069	0	10.48	66.14	1.992	1.605	170
04/01/2013 04:20	0	0.025	0	10.38	65.8	1.852	1.616	180
04/01/2013 04:30	0	0.028	0	10.31	64.49	1.869	1.677	176
04/01/2013 04:40	0	0.031	0	10.09	64.49	1.921	1.629	176
04/01/2013 04:50	0	0.036	0	10	65.71	2.086	1.733	177
04/01/2013 05:00	0	0	0	10.1	66.65	2.435	2.103	179
04/01/2013 05:10	0	0.07	0	10.04	66.47	2.133	1.77	173
04/01/2013 05:20	0	0.04	0	10.12	66.66	2.435	2.015	178
04/01/2013 05:30	0	0.027	0	10.38	66.75	2.556	2.245	188
04/01/2013 05:40	0	0.026	0	10.82	66.81	1.884	1.581	193
04/01/2013 05:50	0	0.035	0.001	10.64	63.6	1.709	1.474	206
04/01/2013 06:00	0.449	0.015	0.547	9.86	61.69	2.556	2.081	200
04/01/2013 06:10	6.527	0.503	6.635	10.36	62.3	2.989	2.594	193
04/01/2013 06:20	19.92	7.816	18.57	10.59	62.36	3.106	2.793	196
04/01/2013 06:30	30.01	2.034	30.02	10.63	61.31	3.165	2.783	198
04/01/2013 06:40	47.37	2.897	47.21	10.75	60.92	3.421	3.087	197
04/01/2013 06:50	55.96	2.561	55.8	10.84	60.04	3.116	2.629	200
04/01/2013 07:00	80.1	2.237	79.97	11.16	59.92	3.755	3.423	198
04/01/2013 07:10	111.9	10.3	109.7	11.36	57.62	4.034	3.735	197
04/01/2013 07:20	162.2	53.37	148.1	11.7	55.26	3.853	3.679	197
04/01/2013 07:30	280	241.3	207.4	12.28	52.1	3.959	3.857	193
04/01/2013 07:40	392.7	487	230	13.16	48.91	4.303	4.158	190
04/01/2013 07:50	313.7	247.1	223.9	13.8	49.05	4.95	4.864	188
04/01/2013 08:00	249.8	67.33	222.7	14.25	49.08	4.274	4.066	196
04/01/2013 08:10	267.1	75.4	233.9	14.92	48.3	3.766	3.608	195
04/01/2013 08:20	327.1	130.2	264.7	15.54	46.44	3.857	3.69	194
04/01/2013 08:30	389.6	174.7	299.2	16.42	44.38	3.49	3.359	195
04/01/2013 08:40	343.2	78.92	299.5	17.11	43.44	3.175	2.969	203
04/01/2013 08:50	406.2	136.2	325.6	17.72	42.63	3.698	3.39	203
04/01/2013 09:00	466.3	232.5	319.5	18.53	40.76	2.869	2.725	205
04/01/2013 09:10	507.9	266.3	331.6	19.35	38.04	3.398	3.078	206
04/01/2013 09:20	483.3	186.8	353	19.61	36.59	3.159	3.006	201
04/01/2013 09:30	603.2	243.1	426.3	20.29	34.6	3.041	2.914	187
04/01/2013 09:40	570.9	199.5	418.9	20.88	32.54	2.122	2.089	185
04/01/2013 09:50	665	337.2	399.5	21.74	30.17	2.12	2.027	195
04/01/2013 10:00	857	605.4	367.8	22.9	26.64	1.206	1.088	244
04/01/2013 10:10	972	711.2	374.3	23.69	25.26	0.964	0.911	214
04/01/2013 10:20	724.9	365.1	408.7	24.09	24.02	0.715	0.91	358
04/01/2013 10:30	634.3	245	415.5	24.5	23.04	0.887	0.848	237
04/01/2013 10:40	1039	729.6	376.9	25.59	20.5	1.534	1.428	356
04/01/2013 10:50	1018	688	377.8	26.08	19.03	1.277	1.276	332
04/01/2013 11:00	1029	755.6	311.3	26.08	18.23	1.152	1.089	32
04/01/2013 11:10	1202	1034	204	27.1	16.96	1.068	0.993	6
04/01/2013 11:20	1068	787.4	295.1	27.93	15.57	1.122	1.135	198
04/01/2013 11:30	903	428.4	471.5	27.66	15.45	1.134	1.163	199
04/01/2013 11:40	713.3	243.2	465.4	28.29	14.64	1.892	1.774	346
04/01/2013 11:50	903	364.5	530.5	29.26	13.15	1.219	1.135	357
04/01/2013 12:00	703.6	204.5	491.8	29.2	12.45	1.524	1.455	350
04/01/2013 12:10	928	473.1	434.7	29.65	12.1	2.23	1.916	51
04/01/2013 12:20	692.5	275.7	398.7	29.43	12.18	2.549	2.326	51
04/01/2013 12:30	1313	1023	244	30.25	10.99	2.36	2.184	19
04/01/2013 12:40	1197	919	231.4	30.55	10.52	2.528	2.317	17
04/01/2013 12:50	1251	1016	184.4	31.35	9.22	2.249	2.013	31
04/01/2013 13:00	1224	1051	123.1	31.76	8.53	2.559	2.29	55
04/01/2013 13:10	1201	1029	124.6	33.47	7.625	2.748	2.534	324
04/01/2013 13:20	1189	1005	141.9	32.58	7.869	3.639	3.399	48
04/01/2013 13:30	1131	935	160.8	32.76	7.636	3.282	2.997	27
04/01/2013 13:40	1158	978	151.7	33.63	7.324	2.765	2.478	354
04/01/2013 13:50	1172	1017	136.3	34.44	6.783	1.446	1.308	99
04/01/2013 14:00	1133	990	135.1	34.65	6.558	2.648	2.38	343
04/01/2013 14:10	1119	1007	118.5	35.51	6.188	2.957	2.708	344
04/01/2013 14:20	1041	904	154.4	35.36	6.27	3.538	3.224	323
04/01/2013 14:30	1000	853	177.5	35.22	6.318	2.364	2.296	305
04/01/2013 14:40	1027	910	165	36.21	5.77	4.642	4.047	347
04/01/2013 14:50	934	840	154.2	36.91	5.509	5.893	5.166	303
04/01/2013 15:00	1004	994	105	36.75	5.509	5.071	4.388	296
04/01/2013 15:10	990	1027	83.5	36.2	5.767	2.931	2.652	312
04/01/2013 15:20	959	1021	82.8	36.81	5.503	3.935	3.454	295
04/01/2013 15:30	929	1011	85.6	35.77	5.928	3.119	3.072	212
04/01/2013 15:40	872	970	90	36.16	5.753	1.498	1.417	244
04/01/2013 15:50	857	980	93	36.44	5.656	2.004	1.88	15
04/01/2013 16:00	819	961	98	36.05	5.777	2.057	1.902	62
04/01/2013 16:10	753.1	902	102.8	37.03	5.308	3.32	3.028	301
04/01/2013 16:20	760.4	975	88.4	36.81	5.116	1.511	1.334	10
04/01/2013 16:30	718.4	965	84.1	36.6	4.358	4.974	4.223	224
04/01/2013 16:40	662.8	938	78.24	36.5	3.905	4.786	4.113	224
04/01/2013 16:50	628.3	939	76.76	36.08	4.076	4.711	4.026	221
04/01/2013 17:00	589.5	927	78.29	36.05	4.036	5.098	4.312	220
04/01/2013 17:10	558.6	940	75.93	35.62	4.099	5.288	4.503	228
04/01/2013 17:20	514.2	921	75.65	35.3	4.44	5.717	5.104	216
04/01/2013 17:30	447.4	842	77.91	34.72	5.153	7.502	6.858	203
04/01/2013 17:40	367.5	718.7	77.39	34.13	5.485	7.555	6.766	206
04/01/2013 17:50	334.7	688.7	84.4	33.48	5.803	7.262	6.39	211
04/01/2013 18:00	236.1	440.1	92	32.78	7.113	6.934	5.919	217
04/01/2013 18:10	314.4	761.8	92.7	32.73	7.983	6.635	5.662	210
04/01/2013 18:20	263.1	719.9	77.76	32.59	9.14	6.759	6.007	204
04/01/2013 18:30	190.1	554.9	63.43	32.12	10.76	6.935	6.354	203
04/01/2013 18:40	177.4	623.6	59.06	31.52	11.18	6.643	6.111	199
04/01/2013 18:50	134.7	496	56.36	31.32	11.01	6.18	5.547	203
04/01/2013 19:00	72.62	259.4	39.65	30.61	11.59	6.473	5.996	200
04/01/2013 19:10	24.81	17.73	23.12	29.78	11.7	6.648	6.176	197
04/01/2013 19:20	14.47	60.51	11.01	29.11	13.24	6.418	5.728	200
04/01/2013 19:30	1.695	0.295	1.637	28.38	15.16	6.027	5.451	201
04/01/2013 19:40	0.059	0.011	0.083	27.62	17.38	5.821	4.958	205
04/01/2013 19:50	0	0.014	0	27.08	18.49	5.063	4.508	200
04/01/2013 20:00	0	0.004	0	26.59	19.24	4.202	3.62	204
04/01/2013 20:10	0	0.021	0	26.11	19.62	2.781	2.415	202
04/01/2013 20:20	0	0.046	0	25.77	19.92	1.687	1.525	176
04/01/2013 20:30	0	0.026	0	25.4	19.94	2.148	1.764	66
04/01/2013 20:40	0	0.036	0	25.17	21.1	1.971	1.569	112
04/01/2013 20:50	0	0.035	0	23.35	28.9	2.663	2.297	63
04/01/2013 21:00	0	0.038	0	21.9	33.94	3.563	3.054	55
04/01/2013 21:10	0	0.053	0	20.72	38.28	4.171	3.488	49
04/01/2013 21:20	0	0.043	0	20.3	38.74	4.209	3.694	38
04/01/2013 21:30	0	0.068	0	19.95	39.04	4.292	3.758	40
04/01/2013 21:40	0	0.005	0	19.49	39.94	4.421	3.882	25
04/01/2013 21:50	0	0.03	0	19.09	40.47	4.36	3.766	28
04/01/2013 22:00	0	0.064	0	18.77	41.67	4.536	3.766	46
04/01/2013 22:10	0	0.041	0	18.28	43.76	4.713	3.713	56
04/01/2013 22:20	0	0.024	0	18.04	45.31	3.829	2.909	57
04/01/2013 22:30	0	0.044	0	17.45	47.61	5.289	4.481	43
04/01/2013 22:40	0	0.016	0	17.07	49.35	4.378	3.605	48
04/01/2013 22:50	0	0.033	0	16.76	50.82	3.686	3.077	48
04/01/2013 23:00	0	0.032	0	16.35	52.57	4.742	4.097	37
04/01/2013 23:10	0	0.023	0	16.06	56.27	6.766	6.343	27
04/01/2013 23:20	0	0.02	0	15.72	59.22	4.825	4.352	37
04/01/2013 23:30	0	0.062	0	15.3	61.28	4.302	3.797	36
04/01/2013 23:40	0	0.055	0	14.99	63.11	4.895	4.353	34
04/01/2013 23:50	0	0.015	0	14.6	65.63	4.162	3.655	45
05/01/2013 00:00	0	0.064	0	14.31	67.23	3.748	2.946	53
05/01/2013 00:10	0	0.021	0	14.15	67.36	3.481	2.742	56
05/01/2013 00:20	0	0.068	0	14.07	67.56	3.198	2.607	56
05/01/2013 00:30	0	0.026	0	13.95	68.97	3.589	2.894	55
05/01/2013 00:40	0	0.009	0	13.91	69.24	3.567	2.767	57
05/01/2013 00:50	0	0.013	0	13.86	70.09	3.785	3.052	57
05/01/2013 01:00	0	0.034	0	13.72	71.1	3.951	3.118	55
05/01/2013 01:10	0	0.013	0	13.57	71.83	3.946	3.095	54
05/01/2013 01:20	0	0.024	0	13.53	72.65	4.26	3.419	56
05/01/2013 01:30	0	0.037	0	13.41	73.12	3.915	3.116	54
05/01/2013 01:40	0	0.016	0	13.28	73.74	3.503	2.923	48
05/01/2013 01:50	0	0.023	0	13.19	73.88	3.114	2.604	46
05/01/2013 02:00	0	0.017	0	13.14	73.74	3.039	2.534	48
05/01/2013 02:10	0	0.041	0	13.06	73.8	3.199	2.641	46
05/01/2013 02:20	0	0.024	0	12.89	74.38	2.405	1.977	39
05/01/2013 02:30	0	0.017	0	12.78	74.45	1.682	1.267	37
05/01/2013 02:40	0	0.004	0	12.71	74.38	1.226	0.835	34
05/01/2013 02:50	0	0.081	0	12.56	74.78	0.812	0.462	39
05/01/2013 03:00	0	0.07	0	12.55	75.51	0.763	0.477	52
05/01/2013 03:10	0	0.059	0	12.51	75.86	0.288	0.304	44
05/01/2013 03:20	0	0.049	0	12.38	76.63	0.695	0.523	1
05/01/2013 03:30	0	0.034	0	12.18	76.69	0.6	0.546	314
05/01/2013 03:40	0	0.019	0	12.02	74.46	0.363	0.32	271
05/01/2013 03:50	0	0.033	0	12.03	74.19	0.225	0.172	248
05/01/2013 04:00	0	0.017	0	12.01	76.76	0.027	0.049	356
05/01/2013 04:10	0	0.021	0	11.99	79.03	0	0.156	11
05/01/2013 04:20	0	0.008	0	11.88	77.04	0.001	0.357	274
05/01/2013 04:30	0	0.032	0	11.89	74.58	0.132	0.74	220
05/01/2013 04:40	0	0.036	0	11.81	76.27	0.849	0.73	225
05/01/2013 04:50	0	0.004	0	11.79	74.37	0.988	0.844	208
05/01/2013 05:00	0	0.013	0	11.76	70.46	1.446	1.383	193
05/01/2013 05:10	0	0.031	0	11.39	64.32	1.736	1.624	193
05/01/2013 05:20	0	0	0	11.32	63.84	2.053	1.851	187
05/01/2013 05:30	0	0.006	0	11.47	64.76	1.974	1.793	199
05/01/2013 05:40	0	0.029	0	11.46	63.58	1.92	1.604	205
05/01/2013 05:50	0	0.016	0	10.88	58.71	2.104	1.765	201
05/01/2013 06:00	0	0.009	0.005	10.89	55.94	2.244	1.819	200
05/01/2013 06:10	1.591	0.021	1.696	10.92	53.44	2.835	2.577	194
05/01/2013 06:20	8.94	0.054	9.07	10.92	50.02	3.832	3.554	189
05/01/2013 06:30	19.94	0.023	19.98	10.74	47.21	4.228	3.998	185
05/01/2013 06:40	35.31	1.135	35.23	10.71	47.16	4.404	4.093	186
05/01/2013 06:50	50.75	3.009	50.36	10.81	46.98	4.633	4.339	189
05/01/2013 07:00	65.35	0.234	65.46	11	46.42	4.395	4.106	188
05/01/2013 07:10	87.5	0.141	87.7	11.24	45.92	3.605	3.414	190
05/01/2013 07:20	115.5	0.214	115.8	11.48	45.73	3.296	3.178	194
05/01/2013 07:30	143.6	2.019	143.4	11.84	46.5	3.349	3.249	194
05/01/2013 07:40	174.6	24.82	166.5	12.31	46.49	4.018	3.879	197
05/01/2013 07:50	212.4	26.44	202.9	12.88	45.1	3.874	3.738	198
05/01/2013 08:00	267	80.7	234.5	13.59	44.4	3.496	3.308	196
05/01/2013 08:10	268.3	38.77	251.5	14.07	44.09	3.942	3.743	197
05/01/2013 08:20	322.6	119.2	265.9	14.79	43.4	3.751	3.643	193
05/01/2013 08:30	474.9	388.2	271.4	15.61	42.75	3.931	3.793	196
05/01/2013 08:40	451.1	323.1	272.7	16.69	42.19	3.705	3.487	201
05/01/2013 08:50	554.1	465.7	279.3	17.73	41.22	3.67	3.561	196
05/01/2013 09:00	620.9	530.8	289.7	18.8	40.08	3.736	3.654	191
05/01/2013 09:10	581.1	480.3	262.2	19.39	40	3.505	3.354	187
05/01/2013 09:20	688.7	665.4	227.3	20.22	38.04	3.107	3.009	197
05/01/2013 09:30	801	852	183.6	21.15	35.8	2.829	2.704	201
05/01/2013 09:40	836	895	160.3	21.92	34.11	2.703	2.645	200
05/01/2013 09:50	718.3	690.8	176.6	22.48	32.12	2.39	2.296	198
05/01/2013 10:00	889	883	173	23.49	28.81	1.844	1.713	225
05/01/2013 10:10	963	906	204.8	24.1	26.98	1.918	1.789	196
05/01/2013 10:20	958	875	203.9	24.85	25.17	2.558	2.446	191
05/01/2013 10:30	912	776.6	223.5	25.43	23.05	2.205	2.037	192
05/01/2013 10:40	1037	873	245.1	26.5	20.18	2.038	1.992	204
05/01/2013 10:50	915	675.7	286.4	27.15	18.38	2.095	1.886	217
05/01/2013 11:00	903	607.6	326.8	27.84	16.86	2.473	2.23	222
05/01/2013 11:10	953	614.2	358.6	28.54	15.49	2.261	2.1	204
05/01/2013 11:20	939	542.2	404	29.28	13.34	1.362	1.382	204
05/01/2013 11:30	1021	605.2	417.7	30.11	10.15	1.912	1.791	196
05/01/2013 11:40	1005	612	387.3	30.9	8.21	1.277	1.233	204
05/01/2013 11:50	1247	947	282.4	31.87	6.213	1.762	1.613	254
05/01/2013 12:00	1212	945	239.8	32.81	4.676	2.053	1.935	180
05/01/2013 12:10	1212	923	253	32.92	3.609	1.015	0.898	164
05/01/2013 12:20	1156	804	314.8	32.9	3.195	1.95	2.016	337
05/01/2013 12:30	1111	797.3	274.6	33.28	3.096	2.667	2.532	216
05/01/2013 12:40	1236	977	209.4	33.61	2.826	2.67	2.16	117
05/01/2013 12:50	1192	943	198.9	34.37	2.34	2.79	2.309	242
05/01/2013 13:00	1221	1006	163.5	34.39	2.341	2.78	2.465	276
05/01/2013 13:10	1221	1040	131.2	35.42	2.088	2.62	2.422	312
05/01/2013 13:20	1197	1042	110.2	34.31	2.133	1.849	1.763	164
05/01/2013 13:30	1174	1031	105.3	34.34	1.897	1.665	1.549	198
05/01/2013 13:40	1169	1040	98.1	34.99	1.699	2.111	1.84	235
05/01/2013 13:50	1168	1039	108.7	36.25	1.641	2.038	1.851	288
05/01/2013 14:00	1160	1020	131.7	36.47	1.654	1.85	1.525	115
05/01/2013 14:10	1101	909	194.2	35.9	1.738	3.406	2.735	131
05/01/2013 14:20	1127	960	183.8	36.44	2.278	2.221	2.08	210
05/01/2013 14:30	1102	916	216.4	36.67	3.052	3.818	3.287	286
05/01/2013 14:40	1012	761.4	288.3	36.98	3.194	5.384	4.78	298
05/01/2013 14:50	1020	798.5	278.1	36.45	3.317	2.436	2.282	295
05/01/2013 15:00	1004	817	263.4	37.08	3.462	4.051	3.265	260
05/01/2013 15:10	868	673.4	271.5	36.39	3.571	3.96	3.46	264
05/01/2013 15:20	898	766.7	237	36.13	3.482	2.949	2.667	253
05/01/2013 15:30	918	821	231.5	37.15	3.706	3.747	3.273	283
05/01/2013 15:40	774.3	595.3	290.6	36.69	4.189	5.783	4.739	259
05/01/2013 15:50	797.3	619.6	311.9	36.17	4.381	3.555	3.018	285
05/01/2013 16:00	791.1	571.3	359	36.21	4.088	3.632	3.036	260
05/01/2013 16:10	537.4	190.5	398.2	36.02	4.243	3.859	3.141	247
05/01/2013 16:20	545.8	202.8	404.3	35.93	4.84	5.011	4.234	288
05/01/2013 16:30	567.6	245.1	405	35.5	5.665	6.506	5.08	277
05/01/2013 16:40	469	134.7	383.3	35.58	5.317	5.849	4.892	282
05/01/2013 16:50	313	10.96	306.2	34.79	5.543	5.471	4.456	275
05/01/2013 17:00	310.2	37.27	289.8	34.17	6.279	6.995	5.55	273
05/01/2013 17:10	282.8	26.58	268.9	33.76	6.34	5.589	4.376	271
05/01/2013 17:20	254.7	19.18	245.9	33.08	9.69	4.699	4.16	324
05/01/2013 17:30	217.8	12.26	212.3	32.55	9.32	3.661	3.372	5
05/01/2013 17:40	198.8	3.535	197.3	32.46	7.64	4.151	3.554	296
05/01/2013 17:50	183.5	12.11	179.1	32.15	9.07	5.306	4.585	320
05/01/2013 18:00	164.3	16.21	159.3	31.35	12.17	4.758	3.906	357
05/01/2013 18:10	142.7	13.98	139.1	30.34	14.35	8.23	7.524	21
05/01/2013 18:20	113.2	16.32	109.4	29.7	14.73	9.33	8.78	24
05/01/2013 18:30	91.7	0.408	91.9	28.88	15.92	10.34	9.92	27
05/01/2013 18:40	66.33	0.315	66.57	27.86	19.14	10.54	10.03	23
05/01/2013 18:50	42.45	0.056	42.68	26.74	22.58	10.1	9.4	21
05/01/2013 19:00	26.79	0.076	27.01	25.16	25.54	11.21	10.65	24
05/01/2013 19:10	14.3	0.12	14.48	23.6	29.78	11.34	10.77	27
05/01/2013 19:20	6.763	0.031	6.943	23.03	30.33	10.6	10.08	32
05/01/2013 19:30	2.459	0.044	2.68	22.36	31.68	10.41	9.87	34
05/01/2013 19:40	0.056	0.053	0.069	21.46	33.84	10.4	9.89	28
05/01/2013 19:50	0	0.028	0	20.89	35.37	11.07	10.35	24
05/01/2013 20:00	0	0.084	0	20.72	35.19	11.59	10.63	20
05/01/2013 20:10	0	0.046	0	20.61	36	10.49	9.31	16
05/01/2013 20:20	0	0.083	0	20.27	37.15	9.68	7.492	7
05/01/2013 20:30	0	0.071	0	19.35	39.37	10.95	8.32	6
05/01/2013 20:40	0	0.029	0	18.68	41.28	10.43	8.36	9
05/01/2013 20:50	0	0.022	0	18.2	44.01	9.39	7.714	11
05/01/2013 21:00	0	0.075	0	17.92	44.34	8.21	6.754	12
05/01/2013 21:10	0	0.055	0	17.63	45.66	7.428	6.691	18
05/01/2013 21:20	0	0.034	0	16.78	51.29	7.566	7.193	26
05/01/2013 21:30	0	0.051	0	16.4	53.88	7.96	7.535	28
05/01/2013 21:40	0	0.006	0	16.11	55.8	7.39	7.026	29
05/01/2013 21:50	0	0.03	0	15.87	57.17	6.895	6.466	35
05/01/2013 22:00	0	0.029	0	15.59	58.57	7.002	6.629	36
05/01/2013 22:10	0	0.037	0	15.38	59.65	6.549	6.238	33
05/01/2013 22:20	0	0	0	15.19	60.54	6.079	5.749	34
05/01/2013 22:30	0	0.054	0	15.11	60.59	4.761	4.429	41
05/01/2013 22:40	0	0.029	0	15.11	59.73	5.119	4.5	48
05/01/2013 22:50	0	0.011	0	15.01	60.06	5.216	4.339	56
05/01/2013 23:00	0	0.003	0	14.95	60.3	4.947	4.086	50
05/01/2013 23:10	0	0.031	0	14.89	60.84	3.893	3.337	66
05/01/2013 23:20	0	0.028	0	14.91	60.43	3.965	3.5	70
05/01/2013 23:30	0	0.01	0	14.96	59.97	4.088	3.309	61
05/01/2013 23:40	0	0.018	0	14.97	59.48	3.892	3.058	51
05/01/2013 23:50	0	0.006	0	15.1	58.3	3.606	3.091	35
06/01/2013 00:00	0	0	0	15.16	57.83	4.036	3.527	40
06/01/2013 00:10	0	0.014	0	15.03	58.1	4.132	3.754	34
06/01/2013 00:20	0	0.009	0	14.8	60.32	4.163	3.786	30
06/01/2013 00:30	0	0.037	0	14.67	61.49	4.254	3.629	21
06/01/2013 00:40	0	0.03	0	14.5	62.61	4.343	3.572	16
06/01/2013 00:50	0	0.015	0	14.38	63.31	4.067	2.966	1
06/01/2013 01:00	0	0.042	0	14.21	64.75	3.65	2.775	360
06/01/2013 01:10	0	0.01	0	14.18	65.32	2.804	2.229	348
